FIPS,y17_M059_valueNumeric,y17_M061_valueNumeric,y17_M063_valueNumeric,y17_M066_valueNumeric,y17_M068_valueNumeric,y17_M070_valueNumeric,y17_M078_valueNumeric,y17_M079_valueNumeric,y17_M080_valueNumeric,y17_M081_valueNumeric,y17_M082_valueNumeric,y17_M083_valueNumeric
36055,25.4,0.6,20.38,65.47,6.43,0.16,5.17,37.29,,68.72,2.48,9.39
36057,44.6,0.11,32.75,61.67,12.17,0.16,16.95,14.39,,25.06,0.28,2.09
36059,0.5,9.56,0.1,12.75,,0,,30.51,0,,0,
36061,0.1,,0.05,63.64,0,0,0,0,0,0,0,0
36063,42,1.03,34.75,67.02,5.05,0.25,12,15.56,,51.74,5.94,12.37
36065,24.8,0.39,15.37,48.08,13.74,0.62,30.42,7.67,0.91,38.84,0.23,3.49
36067,32.3,0.83,22.71,57.03,8.75,0.45,22.35,19.37,,54.59,2.09,4.93
36069,48.5,0.4,39.74,68.13,3.94,1.06,22.63,21.88,0.75,59.21,0.59,4.55
36071,15.6,3.03,9.45,45.67,17.86,1.04,15.16,18.93,2.09,27.97,2.75,13.14
36073,51.7,2.49,42.99,71.8,3.87,0.37,7.08,40.8,0.68,69.9,8.99,17.8
36075,14.1,0.87,6.61,35.86,12.03,,24.89,24.89,,35.02,0.87,4.87
36077,24.1,0.24,12.71,42.68,18.45,0.46,25.14,2.09,1.14,19.79,0.06,0.58
36079,5.1,1.19,1.78,28.69,22.68,0,12.69,3.62,0,3.62,,
36081,,,,,,,,,,,,
36083,19.8,1.2,11.2,46.31,13.43,0.68,11.88,13.87,3.15,27.21,0.75,1.79
36085,,,,,,,,,,,,
36087,0.5,13.54,0.28,30.03,24.31,0,,23.55,0,24.84,,
36089,20,0.13,10.31,43.91,15.64,0.27,33.51,5.47,,26.74,0.01,0.83
36091,13.8,0.91,8.03,50.03,14.61,0.08,30.1,18.67,0.22,36.67,2.51,2.85
36093,13.3,1.08,7.05,35.71,11.23,0,5.85,4.56,,9.53,0.09,1.09
36095,25.1,0.14,15.36,52.96,14.54,0.27,14.7,5.18,1.4,16.46,0.31,0.74
36097,37.5,0.36,23.05,49.43,14,0.02,10.7,5.81,0.11,33.48,0.05,2.11
36099,57.2,0.18,46.66,73.01,6.64,,16.23,18.9,5.51,69.57,0.37,8.64
36101,44.6,0.23,27.01,51.3,13,0.89,18.49,12.4,0.54,33.71,2.06,3.6
36103,5.1,40.36,3.97,64.88,6.64,0,2.71,51.99,11.09,56.2,8.48,38.79
36105,9.7,0.28,4.22,33.43,24.23,0.23,28.95,,,4.94,0,0.06
36107,34.1,0.35,16.52,38.78,14.11,0.9,22.83,5.39,0.47,23.08,,3.38
36109,30,0.42,20.44,56.01,9.92,0.47,21.16,21.91,0.13,32.13,0.08,2.2
36111,8.2,6.3,3.35,30.57,13.85,,9.83,28.71,1.08,36.37,13.08,20.2
36113,1.8,0.2,0.16,6.53,7.61,0,11.68,,,,0,
36115,34.8,0.53,19.37,47.39,17.49,0.15,24.98,8.68,1.29,26.87,0.18,0.81
36117,41.2,0.95,29.88,60.07,4.7,0.39,8.41,38.13,3.21,65.65,15.65,23.31
36119,2.5,2.01,1.47,13.75,11.45,0,4.41,7.39,0,18.42,4.21,6.75
36121,61.9,0.71,44.11,63.35,6.57,0.37,33.57,31.57,2.49,55.66,2.59,9.27
36123,53.1,0.55,38.34,58.75,12.52,0.63,36.23,21.69,0.65,44.18,1.16,7.16
37001,29.5,0.89,12.47,31.66,31.42,,15.56,9.45,,45.97,0.09,3.22
37003,32.5,0.62,13.67,34.38,40.76,,41.91,10.5,,70.33,1.73,4.77
37005,47.1,,17.49,31.31,32.96,,10.04,32.75,,48.04,,7.41
37007,25.1,0.32,9.89,34.21,15.96,5.31,32.39,46.43,,88.87,4.13,17.81
37009,40.4,0.08,13.37,25.5,45.48,0,5.77,34.89,1.41,50.14,0.7,6.57
37011,18.1,0.12,7.55,29.35,22.53,0,1.9,42.48,1.23,42.61,,7.1
37013,26.2,1.47,22.28,82.32,1.18,1.04,0.4,73.37,13.25,90.5,6.31,30.68
37015,33.1,2.15,25.09,68.08,1.28,0.54,10.08,77.19,15.47,90.24,22.89,25.94
37017,32.2,3.31,13.72,34.21,4.48,0.66,4.44,68.21,16.45,82.25,4.04,17.9
37019,8.2,1.06,4.19,46.84,7.29,,4.91,57.81,9.91,89.48,4.93,10.53
37021,17.2,1.17,4.25,19.85,36.22,0.16,15.56,7.22,1.43,37.15,0.53,2.73
37023,11.9,4.64,5.39,39.86,24.49,,16.28,15.46,0.15,58.98,0.08,4.71
37025,27.5,,14.19,44.44,30.67,0.85,15.48,26.9,,75.07,,23.54
37027,12.6,1.7,4.77,31.54,24.28,,17.17,11.07,,49.28,0.47,2.04
37029,38.5,,35.01,90.22,0.79,0.06,,77.3,,99.27,,44.9
37031,19.3,0.23,13.75,68.95,3.13,0.08,0.34,,,98.2,,
37033,38.5,1.32,11.88,18.17,19.04,0.42,4.47,19.72,1.1,43.41,1.14,1.17
37035,24.7,1.17,13.32,49.52,31.53,0.45,17.93,24.84,,69.11,,6.05
37037,24.3,0.28,7.08,25.66,42.43,0.37,38.13,11.34,5.1,68.08,0,1.48
37039,9,0.29,2.6,21.64,36.95,,38.05,8.65,5.78,58.75,,6.17
37041,48.4,7.88,39.68,77.76,3.67,0.34,0.44,84.54,22.25,95.34,33.84,30.78
37043,9.1,1.53,3.45,32.1,26.95,,5.71,6.64,5.06,67.02,0.08,5.08
37045,38.1,0.39,15.33,36.12,41.09,1.78,27.8,14.82,1.57,80.02,1.09,0.15
37047,23.5,1.5,18.83,71.92,6.95,0.48,3.37,63.2,17.73,86.89,2.14,14.15
37049,18,1.11,13.69,71.98,2.75,1.51,0.54,64.84,12.2,89.16,7.62,21.17
37051,15.8,1.8,8.5,47.1,6.75,0.87,8.25,49.48,21.65,74.98,7.54,16.74
37053,26.7,0.21,21.71,77.33,1.03,,0.13,49.16,,91.6,,20.91
37055,2.2,1.12,1.92,44.23,6.12,29.73,,,,60.12,,
37057,26.1,0.44,12.85,41.03,18.39,0.7,10.21,9.29,,52.27,0.31,2.41
37059,45.6,0.34,22.24,43.87,32.15,0.35,7.37,32.63,2.41,63.45,,8.24
37061,46.6,3.31,31.65,58.76,8.52,0.47,10.4,59.97,10.95,79.98,5.16,6.87
37063,10.1,0.32,3.69,23.81,23.84,0.68,5.79,8.17,0.24,29.34,,0.25
37065,46,1.68,33.01,66.24,4.54,1.57,5.75,68.78,16.82,85.64,15.71,26.47
37067,13.3,0.33,6,35.53,22.22,0.22,14.19,20.09,0.09,44.44,0.06,11.05
37069,34.3,1.65,13.61,34.37,21.46,1.88,6.2,28.08,7.89,66.74,3.19,3.52
37071,16.6,0.42,6.74,35.29,31.59,0.61,16.09,18.2,,53.36,1.17,11.13
37073,26.6,6.27,20.87,75.66,1.48,1.93,5.76,91.62,20.34,95.57,17.14,41.72
37075,5.9,0.04,1.6,23.45,47.75,,1.77,1.97,0.37,13.3,,0.9
37077,36.7,1.4,12.54,21.88,11.7,1.19,0.97,18.58,5.72,48.36,3.04,6.15
37079,48.8,1.96,40.64,79.95,2.1,0.53,3.75,73.09,27.22,83.88,9.5,14.74
37081,18.5,1.68,9.89,43.35,24.02,,6.61,21.96,3.05,60.06,0.65,10.49
37083,45.1,1.21,29.82,58.96,6.47,2.27,2.88,58.77,17.9,88.44,36.67,22.11
37085,27.9,2.61,18.3,56.33,10.08,1.06,10.62,56.6,27.29,87.2,18.08,24.87
37087,14.7,0.59,3.12,17.71,58.92,0.04,21.71,24.64,6.4,63.52,5.24,9.04
37089,17.2,6.14,10.48,45.25,13.47,0.11,4,37.53,8.88,55.08,14.46,40.59
37091,35.8,2.54,26.56,65.96,0.4,1.12,1.92,85.27,8.81,91.84,23.18,14.16
37093,21.5,4.19,13.17,51.34,5.48,2.15,4.45,56.52,37.61,76.26,10.45,12.86
37095,31.9,,23.77,67.97,1.07,1.36,7.03,73.2,5.53,92.8,12.79,30.95
37097,36.3,0.22,18.71,46.19,28.04,0.54,15.89,28.82,0.74,71.08,1.5,12.43
37099,5,0.62,1.67,25.8,26.54,,13.05,27.05,1.03,53.92,0,14.57
37101,36.2,1.14,25.64,64.63,9.7,0.93,3.53,55.98,20.5,82.47,6.33,12.44
37103,21.8,0.72,16.3,69.85,9.16,0.37,5.54,63.94,17.85,101.57,23.37,9.35
37105,21.5,3.89,11.97,45.51,17.8,0.63,13.04,58.75,8.56,78.14,4.53,10.33
37107,44.5,2.39,33.34,72.61,4.06,1,7.11,83.31,23.33,87.21,7.79,19.23
37109,28.6,0.43,15.9,48.05,28.89,0.79,24.59,20.62,0.08,59.69,0.31,3.08
37111,8.2,1.16,2.21,21.5,30.65,0.1,17.34,,0.16,39.51,,
37113,6,0.11,1.58,18.75,43.76,,8.75,4.52,0.21,33.76,0,0.44
37115,19.7,0.13,3.85,12.88,44.46,,10.67,4.96,0.31,26.16,0.67,2.01
37117,48.3,,36.08,69.35,1.88,1.59,1.32,79.05,20.62,90.75,33.8,22.06
37119,3.5,4.23,1.67,46.44,25.67,,3.8,7.94,0.23,58.64,,2.11
37121,10.4,0.14,2.97,15.94,36.97,0,7.94,12.54,0,38.2,1.33,5.88
37123,10.7,4.52,2.98,24.96,27.5,2.59,52.45,15.04,2.74,78.36,,8.75
37125,20,2.84,6.5,20.04,22.35,0.94,39.72,33.96,8.69,59.26,,7.01
37127,37.4,1.73,27.99,66.32,8.41,0.81,4.28,52.09,23.3,64.5,11.36,23.38
37129,0.7,15.59,0.19,20.82,38.34,0,59.74,27.27,0,40.69,0,
37131,49.5,1.68,32.2,59.55,3.1,0.71,5.55,76.13,13.62,89.91,36.51,15.49
37133,10.8,0.67,7.29,56.76,4.66,0.8,11.94,61.38,32.74,84.06,5.67,10.62
37135,27.5,1.28,12.61,35.78,25.77,0.42,15.22,17.15,2.65,63.76,2.32,3.2
37137,20.1,7.94,17.37,83.26,2.36,0.49,,67.63,2.4,95.87,,16.93
37139,49.7,0.48,47.42,94.99,1.02,,,84.72,8.19,93.79,3.89,25.27
37141,11.6,2.75,7.38,48.71,8,0.91,6.68,48.3,3.03,66.61,,8.17
37143,50.8,,47.11,90.91,1,0.12,3.49,81.34,7.07,91.96,7.96,28.01
37145,32.7,1.95,18.16,44.27,19.9,0.1,3.61,46.85,7.12,63.14,4.25,7.11
37147,44.6,1.48,35.88,72.53,2.35,0.23,2.33,75.29,12.24,85.92,12.06,19.46
37149,19.1,0.38,5.17,18.85,23.37,0.47,16.02,10.91,,42.09,,2.44
37151,29.5,0.79,12.33,36.9,31.98,0.35,38.58,20.98,3.32,69.57,,0.49
37153,19.5,0.83,6.24,25.74,11.01,2.77,19.55,18.97,,62.75,,1.07
37155,43.5,4.38,35.1,72.85,3.15,1.29,7.78,65.25,13.46,83.86,4.12,12.63
37157,34.4,2.38,14.16,26.42,24.33,0.31,2.9,23.24,2.21,39.32,3.22,4.19
37159,36.3,0.68,20.75,50.82,25.89,0.28,12.02,22.74,5.26,73.7,2.32,11.78
37161,16.6,0.13,5.13,21.89,38.88,1.39,39.45,3.35,,27.86,,0.2
37163,49.8,5.94,34.63,59.04,7.74,0.34,8.71,64.87,16.35,84.74,9.32,19.47
37165,26.9,,14.01,49.99,3.49,1.46,13.8,33.98,8.42,90.89,23.05,5.56
37167,37.9,0.14,21.44,52.03,21.77,1.68,13.63,20.03,,84.85,13.8,6.23
37169,32.3,0.45,11.98,25.54,22.49,0,12.18,11.44,,31.44,3.27,2.07
37171,44.6,0.39,21.36,38.02,23.13,0.18,17.77,27.95,10.88,59.16,1.31,13.84
37173,3,1.55,0.33,8.48,13.59,,3.09,14.82,12.36,39.82,0,14.09
37175,6.1,3.82,1.86,26.27,22.95,0,12.93,11.24,1.75,66.69,0,10.09
37177,21.2,,20.41,94.87,0.65,0.83,3.78,67.09,,98.4,,12.63
37179,46.1,0.11,35.19,72.61,14.77,0.52,24.89,62.35,,93.4,2.87,6.87
37181,41,1.86,12.78,21.91,9.13,1.05,2.83,23.89,3.18,48.3,4.42,8.44
37183,14.4,1.59,8.66,47.85,14.06,0.45,2.01,43.79,13.37,72.35,14.24,10.44
37185,22.1,1.9,10.64,33.42,20.24,0.98,6.57,31.69,9.39,68.17,3.68,4.97
37187,35.9,2.37,32.15,85.34,1.5,1.8,5.75,79.79,6.2,93.46,10.67,27.44
37189,24.8,0.09,7.18,24.13,49.74,0,7.07,7.07,0,12.55,,1.07
37191,46.6,2.91,36.82,74.76,5.47,0.3,12.16,59.5,12.16,85.35,4.01,7.74
37193,22.1,0.06,8.57,32.61,36.81,,38.36,10.03,,59.38,1.56,1.11
37195,52.3,0.93,42.65,77.88,3.48,0.33,4.13,79.57,32.03,91.31,10.57,33.36
37197,40.8,1.01,22.54,50.7,24.1,0.79,22.96,32.93,2.58,74.13,3.91,13.94
37199,15.4,0.33,5.1,17.37,51.57,0,4.74,4.13,,19.66,,1.02
38001,94.9,0,61.39,48.23,34.83,7.08,0.64,9.79,0.2,69.18,0.6,10.68
38003,99.7,0.26,85.88,75.93,11.14,5.32,1.07,36.21,0.83,86.66,1.72,9.69
38005,84.5,0.27,66.02,67.11,16.97,3.73,0.55,5.8,1.38,77.97,2.89,21.24
38007,99.9,,17.1,11.92,82.5,0.35,2.21,3.19,,45.4,0,11.83
38009,89.7,0,81.07,79.84,7.77,4.66,0.18,15.37,0.68,80.74,3.6,22.51
38011,95.7,0.12,45.03,32.66,52.11,5.4,0.24,4.07,,60.19,2.36,17.01
38013,73.5,0,55.69,60.76,20.37,7.5,0.37,7.58,1.75,70.26,10.43,11.78
38015,78.9,0.49,40.52,41.4,47.27,2.57,4.29,9.19,0.52,65.25,0.37,7.97
38017,99.7,1.23,96.09,92.82,2.32,1.75,0.4,38.2,7.35,90.69,1.34,10.27
38019,97.4,0.03,92.07,88.7,1.7,2.76,0.14,25.86,0.61,93.6,8.08,46.79
38021,93.8,2.18,74.84,67.16,17.37,5.49,1.44,14.85,3.43,81.58,1.49,5.01
38023,87.3,0.32,66.77,61.5,20.41,7.74,0.74,4.48,1.52,77,2.38,14.11
38025,79.1,0.08,32.5,31.04,58.44,0.79,0.88,10.71,0,57.23,,8.35
38027,93.5,0,70.82,59.77,23.05,10.45,1.42,6.69,0.52,65.14,2.16,2.35
38029,84,1.24,51.77,53.71,37.82,2.35,2.81,16.01,0.56,83.6,,5.67
38031,96.9,0.71,84.32,76.16,9.65,1.96,1.26,11.41,0.79,89.88,2.47,10.41
38033,97.7,0.18,42.76,27.42,57.22,4,0.97,7.44,0,68.88,0.63,13.4
38035,86.9,3.44,80.94,81.01,4.06,8.75,0.26,53.76,3.55,82.36,6.37,30.37
38037,90.4,0.22,40.4,30.49,53.73,2.68,1.84,4.36,0,57.25,,2.58
38039,100,0.33,80.42,67.4,13.82,8.69,1.14,19.14,0,77.86,7.32,22.23
38041,97.3,0,80.87,66.42,16.48,9.08,0.28,5.07,0,73.22,4.62,6.35
38043,86.5,3.17,49.03,42.32,44.14,6.28,1.79,6.22,1.35,57.89,0.54,4.29
38045,99.1,0.76,86.3,78.19,9.17,3.89,0.71,12.42,1.45,82.59,0.52,3.5
38047,99.4,0.38,54.72,45.66,41.72,2.06,3.26,7.54,0.77,70.37,1.34,6.16
38049,86.7,0.6,52.48,48,38.69,5.2,1.76,7.23,0.08,66.89,0.08,7.01
38051,78.2,0.14,47.82,52.7,37.2,1.45,1.93,12.32,,72.05,,4.19
38053,63.3,2.38,24.52,30.56,60.57,0.54,1.4,5.79,0.66,58.63,0.35,6.73
38055,77.4,0.77,59.77,69.78,20.11,4.01,0.88,9.76,0.66,86.03,2.15,11.98
38057,77.6,0.47,34.88,34.88,56.48,0.79,1.07,1.62,,75.34,2.12,6.55
38059,99.4,0.38,45.66,36.71,53.85,0.79,3.06,13.39,,76.57,1.65,4.25
38061,92.6,0,59.69,58.3,33.68,2.83,0.67,17.66,2.11,86.42,5.62,15.66
38063,88,0.52,75.65,65.26,6.5,12.04,0.77,25.19,0.25,68.5,3.86,16.53
38065,67.8,0.87,32.12,43.4,50.45,0.18,1.98,2.84,0,69.79,1.72,3.14
38067,96.6,0.21,89.5,86.04,3.81,2.55,0.13,59.2,4.24,86.61,9.35,45.76
38069,82.9,0.14,66.78,67.17,17.92,5.45,0.87,14.29,0.77,82.56,3.28,25.33
38071,91.7,,82.45,75.94,1.76,6.09,0.09,18.31,5.29,85.33,4.47,30.39
38073,99.5,5.27,70.49,61.55,26.46,6.94,2.06,16.14,2.58,84.73,1.51,5.95
38075,98.7,0,93.25,89.88,4.56,1.04,0.35,14.17,0.86,88.51,1.16,30.72
38077,95.3,0.7,89.56,88.32,5.02,3.3,1.24,31.65,3.98,90.94,0.47,9.02
38079,88.6,0.19,64.55,62.67,16.14,6.54,0.53,13.58,1.89,78.41,10.28,24.75
38081,99.7,3.06,89.04,78.05,7.79,7.2,1.58,24.25,2.69,83.93,0.25,5.83
38083,88.6,0,63.94,63.1,26.27,2.37,0.81,20.87,0.39,81.82,0.72,1.15
38085,84,,32.28,24.79,62.34,0.55,0.88,8.98,0,79.4,0,0.83
38087,93.6,0,36.84,27.83,60.84,1.38,1.01,2.48,0,75.63,,12.22
38089,86.1,0.06,57.79,54.62,29.51,4.04,0.92,19.74,,68.98,0.92,16.15
38091,92.4,1.57,87.44,88.43,2.47,3.95,0.64,46.46,6.41,86.8,5.07,12.03
38093,92.5,0.32,73.72,71.25,16.27,4.52,0.69,13.27,1.71,83.04,2.31,8.53
38095,96.2,0,84.24,73.52,5.54,6.84,0.68,20.9,1.44,73.45,8.34,32.81
38097,97.7,,95.36,94.55,1.19,1.89,0.11,55.08,3.92,89.34,3.1,31.39
38099,98.1,0.22,87.81,79.98,7.13,6.99,0.54,40.49,2.86,80.15,8.57,36.6
38101,89.5,0.05,75.09,75.71,13.41,1.35,0.41,13.75,0.16,89.51,2.45,17.19
38103,96.6,0.13,81.74,79.15,13.24,2.68,0.72,12.03,0.72,89.2,1.62,9.87
38105,75.1,2.11,56.74,67.47,22.69,1.15,0.38,5.33,0.09,88.44,4.74,28.37
39001,44.4,0.18,23.88,44.84,24.94,1.84,8.8,6.9,,46.23,0.4,3.05
39003,72.4,0.2,67.04,89.19,1.77,2.05,5.51,28.71,5.96,88.39,,9.34
39005,59.4,0.15,44.63,66.03,9.54,1.73,20.06,20.46,4.92,67.93,0.2,4.75
39007,34.2,0.19,22.5,57.81,7.35,0.22,11.15,15.86,0.94,57.68,0.4,1.6
39009,30.6,0.07,9.44,22.75,27.01,1.01,8.8,6.7,,21.94,,0.93
39011,81.7,0.59,75.74,87.93,1.11,2.69,14.46,26.62,4.95,87.06,0.5,14.53
39013,38,0.06,12.17,25.87,49.06,0.01,15.14,2.2,0,9.23,0.07,0.43
39015,66.3,0.05,49.32,68.28,13.3,1.11,4.06,24.58,9.65,78.18,0.23,5.62
39017,41.5,0.2,30.83,69.59,12.47,0.75,5.58,22.07,1.19,81.71,0.06,4.37
39019,43.8,0.24,25.48,50.15,22.31,0.36,17.68,6.83,,46.77,0.21,0.99
39021,68.9,2.03,61.53,85.35,3.44,1.68,4.05,30.24,4.04,89.7,0.43,10.42
39023,67.2,1.04,59.52,85.68,4.33,0.61,5.98,46.26,4.87,92.09,0,9.11
39025,33.6,0.15,22.65,61.09,15.22,0.11,3.87,18.24,,70.92,0.07,6.77
39027,81.3,0.02,72.92,87.31,3.1,0.74,2.06,45.26,6.73,91.34,,16.76
39029,41.8,0.18,28.18,61.51,14.33,0.12,16.66,20.58,2.29,63.07,0.49,4.85
39031,50.6,0.68,26.92,44.74,21.73,1.94,15.87,19.98,2.44,58.3,0.04,2.35
39033,92.6,0.04,85.92,90.09,0.89,1.33,6.94,30.22,6.47,90.34,,10.72
39035,0.8,4.94,0.22,22.42,15.04,,8.45,25.2,1.72,30.52,2.03,13.3
39037,89.8,0.07,82.59,89.11,1.37,1.24,13.04,24.02,3.69,89.43,0.18,11.08
39039,86.8,0.43,78.14,83.77,0.88,4.55,8.53,14.69,1.11,89.89,,4.53
39041,46.8,0.65,41.44,84.24,3.92,1.07,6.33,24.47,1.89,84.92,0.01,7.48
39043,53.7,,47.91,83.88,2.73,0.82,3.62,33.43,2.66,92.06,,11.49
39045,58.4,0.07,47.58,77.63,6.59,2.31,4.68,32.17,2.04,84.77,0.38,4.18
39047,78.5,0.03,73.01,88.09,2.81,2.74,3.15,44.77,3.98,93.41,0.54,13.29
39049,15.4,0.69,13.21,81.86,5.69,1.18,2.75,24.3,10.59,86.7,0.14,7.17
39051,75.6,0.46,70.22,89.42,0.95,1.95,7.74,34.18,4.16,91.79,0.41,8.2
39053,39.7,0.15,12.58,26.54,42.98,0.68,10.13,1.67,0.26,29.11,0.05,0.41
39055,27.3,0.86,13.11,42.49,15.9,,21.38,5.4,,43.64,0.27,1.04
39057,63.3,0.24,56.49,86.35,4.52,0.61,4.56,30.82,2.94,86.44,0.06,12.77
39059,45.4,0.03,17.69,32.96,36.25,0.07,13.75,2.33,0,17.71,0.01,0.04
39061,6.9,1.34,3.24,36.67,14.13,,7.11,24.83,,57.66,0.17,9.27
39063,70.6,,66.67,90.75,0.74,1.12,3.67,18.41,1.14,90.01,0.08,7.89
39065,86.9,0.18,81.05,87.5,1.24,3.1,3.24,21.41,2.03,86.65,,3.84
39067,38.6,0.02,15.94,33.68,44.26,0.18,13.58,6.15,,24.26,,0.08
39069,88.2,0.23,84.59,93.64,0.32,0.95,1.75,24.96,3.29,89.23,,6.82
39071,81.3,0.08,63.49,68.56,9.32,5.15,5.33,34.63,2.22,77.88,0.01,5.33
39073,14.2,0.19,5.22,26.78,23.97,1.91,9.8,8.79,,34.11,,
39075,64.3,0.2,38.54,51.22,23.62,0.53,36.96,19.01,3.42,47.34,0.51,5.49
39077,76.5,,67.99,83.66,2.41,1.25,6.69,34.97,2.55,88.79,,13.96
39079,25.1,0.14,10.13,30.47,36.86,1.41,9.2,2.98,0.28,26.27,,1.09
39081,29.5,0.06,12.62,34.98,27.55,,12.49,4.37,,8.2,0.03,0.06
39083,57.8,0.07,41.63,66.28,12.02,1.86,13.44,26.32,1.74,74.25,,3.16
39085,8.9,12.09,5.63,47.71,5.92,0,6.28,34.6,2.25,44.25,1.62,20.3
39087,21.4,0.15,5.51,17.52,50.27,1.01,8.04,0.59,,16.25,0.04,0.19
39089,50.5,0.13,36.8,68.21,12.48,0.45,6.01,39.55,3.64,73.49,0.19,8.5
39091,72,0.06,62.66,81.57,4.24,2.73,6.33,28.7,2.23,81.49,0.14,8.71
39093,40,0.5,33.45,72.33,3.23,0.86,4.53,23.61,3.87,73.84,0.16,8.34
39095,30,1.8,28.38,91.46,1.17,1.11,1.77,26.49,1.94,91.95,,9.01
39097,84.6,0.04,78.92,89.64,2.23,2.04,6.66,34.44,2.84,90.67,0.41,12.3
39099,28.3,0.87,21.43,67.38,8.38,0.02,18.82,24.27,3.21,66.85,0.24,7.37
39101,78.9,0.1,73.64,87.38,1.33,4.53,13.89,26.25,3.59,87.67,,7.9
39103,36.8,0.94,29.15,72.41,7.09,0.29,7.41,13.64,0.25,71.53,0.64,5.46
39105,28.5,0.17,11.39,33.37,30.6,0.33,11.61,3.32,0,34.19,0.03,2.69
39107,90.9,0.02,83.98,88.94,0.7,1.73,20.27,24.78,2.11,83.31,0.17,5.01
39109,66.5,1.09,60.84,86.99,3.82,0.76,4.1,34.02,4.42,87.97,0.17,9.08
39111,36.9,0.06,10.66,21.35,41.97,0,18.01,0.77,,7.04,0.09,0.05
39113,38.3,0.41,30.92,78.36,6.56,0.52,2.69,18.37,1,87.93,0.77,5.18
39115,37.2,0.05,15.13,30.12,38.02,0.28,11.83,1.17,0,20.2,0.04,0.09
39117,63.6,0.15,53.51,80.02,5.07,1.39,8.3,12.51,3.46,84.88,0.12,5.57
39119,44.4,0.21,20.72,40.5,31.58,0.27,13.21,6.97,,49.89,0.02,1.95
39121,31.4,0.09,9.57,24.94,52.45,0,13.88,0.13,0,5.45,,
39123,74.5,1,70.54,88.89,0.45,3.82,2.37,32.33,2.46,80.73,,9.39
39125,82.4,0.16,78.11,91.04,0.83,2.19,6.18,18.5,2.3,86.85,0.12,9.45
39127,38.7,0.03,22.54,51.93,19.17,0.96,7.93,10.83,0.4,64.98,,2.17
39129,92.6,0.88,85.73,86.31,2.38,4.27,1.68,37.81,3.88,89.63,0.01,7.08
39131,34.7,0.65,19.28,46.74,17.52,3.46,4.55,13.49,2.98,56.84,0,4.42
39133,27.5,0.36,19.06,62.57,10.28,0.17,8.61,11.13,,67.23,0.09,0.98
39135,78.6,0.15,69.35,84.84,3.4,1.16,8.71,31.04,4.67,90.8,0.2,8.38
39137,98.7,0.25,94.29,93.04,0.45,1.29,6.21,25.05,2.93,87.5,0.55,9.72
39139,49.2,0.15,35.68,66.68,8.39,2.13,17.02,36.73,3.1,67.77,0.14,6.97
39141,56.2,0.29,38.13,53.78,12.39,9.3,3.7,18.45,0.39,71.83,0.05,4.29
39143,68.4,0.61,63.66,89.74,1.33,1.37,2.54,29.12,5.24,91.87,0.35,9.63
39145,23.4,0.07,11.56,39.12,19.37,3.3,3.81,13.14,2.88,50.67,,7.14
39147,75.7,0.11,68.86,86.51,1.34,1.97,2.55,27.75,2.76,89.8,0.25,9.73
39149,82.4,,75.6,88.17,1.79,1.95,15.29,26.87,3.18,87.64,0.03,10.16
39151,36.1,0.62,27.62,69.95,10.62,0.22,15.43,14.51,1.59,63.03,0.07,3.24
39153,7.1,1,4.03,50.43,15.8,0.1,9.89,38.59,10.85,54.14,0.74,4.06
39155,31.3,0.11,20.73,60.56,6.57,0.1,7.77,13.16,1.39,68.62,,2.32
39157,39.6,0.04,22.05,49.96,18.48,0.45,23.9,11.25,0.42,52.66,0.08,1.6
39159,78.7,0.18,70.96,84.45,3.52,3.47,7.16,34.2,0.92,90.3,0.05,4.34
39161,94.8,,91.94,94.95,0.39,0.69,6.64,23.36,2.25,93.86,0.17,10.37
39163,11.9,0.06,5.31,33.65,19.07,3.36,3.11,3.64,0,34.77,,5.79
39165,35.2,0.58,27.74,73.4,9.61,0.3,3.81,32.88,2.88,79.54,0.08,10.39
39167,35.7,0.4,14.09,34.5,32.39,0.66,14.32,9.42,0.27,40.56,0.03,2.15
39169,71,0.37,57.46,74.9,10.44,0.17,31.26,19.19,1.45,65.67,0.08,1.91
39171,78.2,1.83,70.48,80.91,1.27,5.56,6.37,20.4,0.65,85.68,,8.36
39173,68,0.86,64.26,90.17,0.93,2.2,3.35,24.83,4.08,87.83,0.17,7.84
39175,86.3,0,78.76,86.36,0.83,3.69,3.61,18.09,1.98,89.74,,13.25
40001,65.1,0.18,12.96,16.86,62.53,0.63,14.34,3.69,0,76.04,0,0.23
40003,94.5,0.26,61.9,49.9,39.2,1.22,0.17,18.04,,57.07,0.21,16.34
40005,57.2,0.41,10.71,14.25,75.02,0.34,4.09,1.82,0,103.14,,0.03
40007,89.3,2.07,25.5,10.72,72.48,8.98,0.15,8.16,0,60.23,,1.65
40009,86.3,2.1,30.44,18.98,68.64,4.03,2.25,13.16,0.84,60.98,10.08,2.38
40011,99.8,0.73,54,36.47,52.33,0.97,0.15,31.6,0.37,66,1.57,7.81
40013,74.8,1.48,18.05,18.85,73.65,1.86,5.78,14,,97.21,0.43,0.76
40015,92.4,4.93,39.93,27.71,59.35,2.51,1.16,24.05,3.48,67.01,8.05,8.12
40017,86.8,1.08,44.54,37.55,50.67,0.76,0.74,34.54,0.4,73.34,0.12,10.28
40019,75.3,0.4,12.23,10.07,80.52,0.38,2.18,23.89,0.08,112.66,0.64,0.93
40021,45.3,0.26,8.64,14.29,66.09,0.4,12.46,11.29,,92.79,,1.6
